transcript	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0076188	615.05	647.421	693.426	1762.53	470.265	699.421
FBtr0076187	1496.95	289.579	432.574	918.465	565.735	450.579
FBtr0077452	19099.3	23964.8	27636.6	17005.7	17757.1	27700.7
FBtr0335136	15752.5	68.9672	45.1382	7790.3	0	46.235
FBtr0345285	1093.12	227.22	388.244	7396.03	241.88	267.048
FBtr0070490	140	64	84	80	32	64
FBtr0306589	28.1086	124.354	0.0678121	369.099	0.353976	34.9776
FBtr0078169	448.581	9.90035e-4	3.31265e-7	5.019e-4	3.74658e-6	4.1227e-6
FBtr0078171	568.927	155.495	388.316	412.541	226.851	160.1
FBtr0078168	79.4622	7.14897e-5	0	105.05	3.20234e-6	8.30837e-6
FBtr0306590	125.244	2.29165	2.63006	0.00107697	2.64416e-6	14.1084
FBtr0306591	1363.68	564.154	573.128	2350.33	1065.54	651.449
FBtr0078170	3025.87	815.177	767.141	3165.04	781.759	898.759
FBtr0330655	3.04558	4.14384e-6	0	0.0143671	1.65467e-7	7.26904e-8
FBtr0306592	0.0019621	8.40612e-5	50.4763	1.61028e-5	226.492	0
FBtr0078166	200.668	0.00882894	62.2408	133.923	1.78418e-6	0.0548558
FBtr0078167	45.4137	0.51832	9.50577e-7	0.00304088	4.53884e-4	0.550653
FBtr0084326	229	132	156	247	132	170
FBtr0078751	886	397.331	431	909	344	376
FBtr0082559	0	0	0	0	0	0
FBtr0113358	30	21	23	37	29	28
FBtr0302224	1289.47	366.725	463.287	1392.84	374.609	443.657
FBtr0332968	134.304	29.3899	0	71.4784	44.1328	0
FBtr0300901	27	9.99999	14.3169	23	6	5.99999
FBtr0339374	0	9.2843e-6	6.68314	3.68972e-6	1.93102e-6	1.14389e-5
FBtr0302018	62.5939	22.5391	12.9158	50.1402	0	4.30957
FBtr0073940	0	21.1871	33.4735	2.91907e-7	37.1649	16.7338
FBtr0304875	45.446	0	0	0	0	0
FBtr0302016	5.69394	0	0	1.35729	1.65296	0.892874
FBtr0331596	126.266	67.2737	70.6107	103.115	43.1822	46.0638
FBtr0302017	4.16362e-4	0	0	28.1832	0	0
FBtr0304874	2.33802e-4	0	0	15.2046	0	0
FBtr0073817	894	513	589	1160	530	510
FBtr0301041	83.3199	10.6093	0	0.0460311	1.0489e-4	0.0749768
FBtr0301042	1427.68	648.391	728	1381.95	602	561.925
FBtr0079696	344	206	226	408	116	165
FBtr0347005	0	0	0	0	0	0
FBtr0110774	309.982	0.0148826	124.218	129.961	0.00337713	7.41844e-6
FBtr0344293	0.0482364	166.985	19.1503	82.5551	69.5257	138.449
FBtr0081734	44.9703	0	38.6314	96.4843	58.4709	19.5511
FBtr0301701	877.384	447.946	578.733	1245.12	624.005	587.54
FBtr0330066	200.846	79.5417	112.465	256.792	203.22	72.0399
FBtr0305501	252.296	92.0142	1.20449e-7	69.0273	8.29771	174.111
FBtr0330067	877.384	447.946	578.733	1245.12	624.005	587.54
FBtr0333358	8.09014	111.551	119.068	563.946	261.473	128.768
FBtr0342927	0	0	0	0	0	0
FBtr0081191	29	26	17.2563	67.344	19.8185	28
FBtr0342926	0	0	4.74373	5.65605	6.18149	0
FBtr0331521	0	0	0	2	0	0
FBtr0331522	0	0	0	0	0	0
FBtr0077115	6	1	2	0	1	2
FBtr0074504	3546.87	2186	2791.06	4495.77	2341.05	2487.03
FBtr0342787	809.126	106	134.936	838.232	193.952	170.968
FBtr0077885	1.51265e-5	58.2537	80.5961	32.1001	11.228	115.086
FBtr0077886	375	107.746	191.404	280.9	176.772	53.9144
FBtr0076830	0	0	0	0	0	0
FBtr0346017	5	0	0	61.7284	0	0
FBtr0112532	0	2	1	93.2716	46	72
FBtr0299995	0	0	0	0	0	0
FBtr0339149	176.203	63.3001	157.282	312.981	134.434	268.543
FBtr0301516	189.936	487.918	592.264	505.503	521.222	382.56
FBtr0085359	2073.03	262.314	295.073	2639.43	391.502	371.076
FBtr0339150	231.835	219.468	270.382	402.778	249.843	257.821
FBtr0342734	1	0	0	0	0	0
FBtr0070185	0	1	2	1	0	0
FBtr0080087	1434.74	401.47	490.634	1331.6	482.064	514.791
FBtr0300982	121.469	62.2245	26.8626	157.376	65.9358	0
FBtr0302378	123.789	34.3052	45.5037	90.0282	0	53.2087
FBtr0071773	4	1	0	0	0	0
FBtr0310017	41.8005	17.906	20.829	42.3239	20.0216	0
FBtr0310018	0	0	0	0	0	0
FBtr0310020	0	0	0	0	0	0
FBtr0344146	0	0	0	0	0	20.0408
FBtr0310019	9.41163	3.92026	4.54254	8.59277	3.97842	0
FBtr0085629	155.216	40	51	233.322	46	52
FBtr0346511	36.7836	0	0	3.67836	0	0
FBtr0086768	1342	774	1037	1324	710	733
FBtr0343381	0	0	0	0	0	0
FBtr0073979	14	6	9	21	12	11
FBtr0081101	0	0	0	0	0	0
FBtr0077015	846	341	407	789	278	312
FBtr0343265	0.344783	589.747	697.624	408.583	542.931	530.066
FBtr0072061	1569.66	391.253	415.376	1063.42	254.069	282.934
FBtr0074618	1	2	4	3	7	4
FBtr0305967	3.45443e-5	36.6005	0	3.67407e-8	0	0
FBtr0086000	643	294.399	405	648	333	359
FBtr0112929	21.3501	0	0	23.9724	14.293	0
FBtr0087429	39.7444	26.532	39.7217	5.26127e-8	15.0679	4.81054
FBtr0332856	0	0	0	21.5553	0	0
FBtr0087431	364.504	243.573	233.839	755.652	468.348	460.162
FBtr0303758	15.0684	0	0	0	0	0
FBtr0303757	0	0	0	0	0	0
FBtr0303756	207.945	52.1779	57.0644	605.958	189.049	143.141
FBtr0087430	0	14.9074	16.1037	0	0	0
FBtr0301334	6.31822e-5	0	34.6804	0	0	0
FBtr0076150	0	0	0	0	0	0
FBtr0079860	3.69104	0	0	0	0	4
FBtr0304057	0	0	0	6.90318	0	0
FBtr0079861	0	0	0	0	0	0
FBtr0113030	0	0.0754769	0	0	0	0
FBtr0304056	0.308959	1.92452	5	6.09878	12.0215	0
FBtr0300468	0	0	0	0	0	0
FBtr0070688	1.89983	0	0	0	0	0
FBtr0332316	0.100167	1	1	1	1	0
FBtr0076997	4	1	0	1	4	0
FBtr0088084	83	47	42	73	35	32
FBtr0290052	0	1	0	0	3	0
FBtr0344660	0	0	0	0	0	0
FBtr0344661	0	0	0	0	0	0
FBtr0344659	0	0	0	0	0	0
FBtr0303293	6998.03	1390	1231.48	5393.22	1570	1226
FBtr0347556	447.965	8.52855e-8	1.52032	108.779	1.63408e-8	4.29076e-4
FBtr0084409	1943.27	1785.98	2445.02	2341.14	1510.5	1750.97
FBtr0346160	825.73	7.02052	6.98447	393.863	3.50082	7.0312
FBtr0071619	60.3733	10.0686	11.0755	24.1082	9.0761	9.06993
FBtr0309176	3.82355	0	0	0.964061	0	0.949684
FBtr0309177	0.176455	0	0	0.0359391	0	0.0503161
FBtr0086752	0	0	0	0	0	0
FBtr0074895	973	640	862	1334	602	626
FBtr0113210	96.1087	10.1063	7.72691	22.2166	15.6519	5.05737
FBtr0082126	412.891	109.894	166.273	437.783	129.348	148.943
FBtr0082119	400.133	220.631	273.375	538.008	301.942	266.851
FBtr0302382	0	10.1328	25.4696	0	2.73447e-6	3.36899e-6
FBtr0301093	215.867	23.2363	51.1555	316.992	96.0583	47.1486
FBtr0086832	577	321.72	411	638	258	319.788
FBtr0084632	1664	695.748	714.713	1779	697	698.262
FBtr0345370	1031.82	165.451	20.6488	761.512	20.6643	20.691
FBtr0089021	707.311	832.549	1066.35	1459.49	1029.34	936.309
FBtr0084258	0	0	1	0	0	1
FBtr0079867	16	2	10	5	1	2
FBtr0083779	6.16659	2	0	2.08071	1	0
FBtr0308256	0	0	0	0	0	0
FBtr0304871	26.2971	9.97243	16.8376	37.2409	5.63611	12.4588
FBtr0345065	66.7764	0	0	12.6076	0	0
FBtr0089112	277.617	6.25473e-7	10.2146	498.607	0	0
FBtr0089113	162.479	119.028	113.702	26.2603	124.585	127.423
FBtr0089114	130.814	0	18.073	36.599	19.2138	6.02578
FBtr0345064	16.0169	0	7.17313	41.685	2.56536	3.09285
FBtr0079082	0	0	0.0241513	0	2	1
FBtr0329970	8	0	2.97585	2	0	0
FBtr0339240	0	0	0	0	0	0
FBtr0100553	0	0	0	0	0	0
FBtr0085715	610	216.022	294.025	1011	430.14	508.038
FBtr0074292	955.828	820.027	966.208	1547.82	1061.8	815.886
FBtr0074293	198.932	0	9.89477	144.961	21.7439	11.2818
FBtr0305198	26.7478	21.6548	17.2905	25.471	5.42953	18.1379
FBtr0332870	1835.87	460.642	614.939	2396.65	622.203	702.216
FBtr0336708	0	10.9003	0	10.4589	0	19.8099
FBtr0078981	77	30.0997	39	72.5411	23	21.1901
FBtr0273303	3	2	0	0	2	0
FBtr0077008	1962.63	1199.61	1296.51	1016.43	452.755	673.874
FBtr0332065	579.375	0	4.12502	232.566	0	0
FBtr0332066	0	233.395	454.428	309	213.245	96.1258
FBtr0332067	0	0	44.9378	0	0	0
FBtr0087486	0	0	0	0	0	0
FBtr0336626	0	0	0	0	0	0
FBtr0307098	0	0	0	0	0	0
FBtr0073075	260	114	120	212	89	97
FBtr0300810	13.0348	8.72949	6.55248	8.84798	4.43853	5.74804
FBtr0083838	4.96522	3.27051	2.44752	3.15202	1.56147	2.25196
FBtr0344607	0	0	0	0	0	0
FBtr0086133	13	13	15	30	11	10
FBtr0332474	211.909	78.7611	73.7367	7.1466e-4	78.7129	97.6451
FBtr0080706	5072.56	2386.34	2630.37	5643.82	2830.78	2825.67
FBtr0080705	1464.22	1166.49	1674.74	2253.52	1027.5	710.56
FBtr0332473	197.314	101.407	399.156	189.66	4.73162e-4	134.124
FBtr0300363	1	1	0	5.73263	2	2
FBtr0075581	0	0	0	0	0	0
FBtr0070749	0	0	3	2	0	0
FBtr0345745	0	0	0	0	0	0
FBtr0334496	0	0	0	0	0	0
FBtr0082860	0	0	0	0	0	0
FBtr0072083	288	161	229	330	132	185
FBtr0078415	18	4	15	15	10	11
FBtr0076461	610.317	368.493	522.383	734.111	352	319.761
FBtr0331583	60.3216	22.5073	0	33.8891	0	6.97017e-6
FBtr0331582	0	0	11.2392	0	0	0
FBtr0342624	558.898	280.611	305.531	605.921	173.177	360.615
FBtr0073776	188.102	97.3887	116.469	152.079	105.823	1.38472
FBtr0306683	1	0	0	1	0	0
FBtr0088125	3	2	1	4	1	4
FBtr0082598	1231.63	418.671	552.966	1155.78	464.177	580.134
FBtr0290234	95	56	66	119	48	57
FBtr0074271	924	471	573	794	397	391
FBtr0305661	0	0	0	0	0	0
FBtr0300847	0	0	0	0	0	0
FBtr0340224	504.432	41.596	2.92538e-6	0.00282419	48.1851	32.6837
FBtr0340225	1232.95	107.786	212.699	1356.74	190.313	118.7
FBtr0089881	1806.79	1273.48	1463.89	2428.85	1060.2	1164.18
FBtr0111141	200.901	0	0	296.972	0	0
FBtr0344974	66.7754	0	0	78.5593	0	3.24166
FBtr0070044	664.939	337.824	280.521	337.963	285.954	357.456
FBtr0345139	243.296	0	28.9971	24.9623	0	0
FBtr0345138	796.497	171.389	176.875	525.384	158.956	151.464
FBtr0070042	523.591	54.7869	124.607	633.337	79.0895	28.8389
FBtr0070043	3.76339e-8	0	0	84.8225	0	2.92389e-5
FBtr0088010	699	432	635	743	340	431
FBtr0334522	55.0866	22.9893	21.5908	71.3292	64.6457	37.0023
FBtr0083698	1163.96	434.931	568.409	1388.53	503.354	495.869
FBtr0083699	13.9528	14.0794	0	86.1429	0	12.1291
FBtr0330185	79.7619	0	0	0	0	0
FBtr0076983	617.238	290	324	401	146	208
FBtr0079179	3687.24	1531.44	1985.51	4758.84	1578.13	1800.76
FBtr0332599	328.764	68.5599	83.4893	227.163	103.868	75.2383
FBtr0346193	445.225	7.64972	22.848	407.494	7.63206	22.9792
FBtr0074094	570.775	536.35	609.152	800.506	458.368	488.021
FBtr0088413	3.84756e-5	0	0	1.09671e-8	0	0
FBtr0088418	0	0	0	0	0	0
FBtr0088419	0	0	0	0	0	0
FBtr0088416	2366.7	459.402	497.801	2357.28	397.77	563.046
FBtr0088417	17.367	6.72204	2.26404	50.8702	16.3168	10.949
FBtr0100182	2119.24	1661.1	1876.57	2775.82	1508.81	1855.87
FBtr0088412	0.0843578	0	0	9.19188e-4	0	0
FBtr0332917	62.5085	2.14932e-7	149.689	0	172.636	109.124
FBtr0100183	7972.87	2117.05	2617.98	7371.91	1975.59	2349.92
FBtr0088415	2601.11	317.731	354.7	2183.12	346.872	333.091
FBtr0088414	0	0	0	0	0	0
FBtr0332916	7.1086	0	0	0	0	0
FBtr0071666	258	165	196	301	133	165
FBtr0076824	0	0	0	0	0	0
FBtr0305283	0	0	1	0	0	1
FBtr0085545	6	0	3	1	1	5
FBtr0082015	1100	578	790	1078	538	622
FBtr0091493	0	7.73883e-6	4.86838e-6	1.85735	2.23797e-6	0
FBtr0091491	0	0	0	0	0	0
FBtr0091492	0	2.99999	2	0	2	0
FBtr0310062	9.69553	0	0	12.6633	0	0
FBtr0070458	151.755	79.2905	98.8315	74.0008	0	16.6053
FBtr0070457	1006.4	398.019	480.292	2439.89	1048.78	976.461
FBtr0334883	99.0703	131.69	88.7847	9.84187	34.881100000000004	23.9337
FBtr0303887	66.9936	0	0	32.9028	22.4424	0
FBtr0303886	54.7775	0	36.0916	119.362	43.895	0
FBtr0086775	1085	570	632	1079	505	548
FBtr0335157	509.748	216.652	212.02	378.483	120.78	214.712
FBtr0335155	131.86	354.662	301.211	20.6026	163.197	401.442
FBtr0074795	2854.58	1383.59	1845.58	2954.41	1389.02	1150.98
FBtr0335156	56.8151	31.9884	31.9323	42.5038	0	34.0488
FBtr0080843	554	308.68	389.688	596	275.191	312.146
FBtr0304692	10107.7	4305.98	4541	11812	4141	3773
FBtr0084813	117.331	0.01671	1.77672e-6	4.60834e-5	5.79722e-6	1.27809e-5
FBtr0321258	0	0	0	0.190279	0	0
FBtr0089524	0	0	0	0.809721	0	0
FBtr0331651	0	0	0	0	0	0
FBtr0078006	0	0	0	0	0	0
FBtr0086929	1	0	0	0	0	0
FBtr0075065	118	3.08398	4.02228	33	0	0
FBtr0300438	1	0.5	0	1.5	0	1
FBtr0308809	10.0803	0	0	9.98872	0	0
FBtr0110805	5.02483	13.244	17.1398	14.9963	8.70425	6.63843
FBtr0308808	7.75142	0	4.58574	0	0	0
FBtr0308807	75.1879	12.8124	8.01575	17.0614	12.2957	14.3616
FBtr0306255	870.476	384.209	427.451	1931.75	876.497	802.147
FBtr0100422	1.93789	0	1.40303	0.628319	0	0
FBtr0076189	38.2899	0	33.6754	5.02401	0	0
FBtr0076190	58.802	0	0	58.4584	12.2157	12.2416
FBtr0306254	1915.49	917.791	1176.47	1196.14	374.287	453.611
FBtr0300500	188.15	73.9461	165.197	406.009	160.769	174.191
FBtr0332081	78.6913	0	34.425	237.473	0	31.6188
FBtr0300499	256.214	18.6174	42.6751	589.598	69.2502	43.6356
FBtr0346536	46.9812	6.08221	8.36755	142.21	0.896644	11.2983
FBtr0076777	0	0	14.8061	73.9089	18.4307	23.649
FBtr0332083	1.22105e-6	0.0226607	0	161.561	0	4.35907e-4
FBtr0076776	724.242	143.9	87.2942	334.938	114.189	113.475
FBtr0076782	256.849	98.9003	128.861	497.997	186.672	88.1234
FBtr0076775	124.88	112.448	105.226	148.123	121.291	104.902
FBtr0076780	0.329577	3.76378	0	57.7549	0	31.022
FBtr0332080	208.342	71.3794	88.393	511.469	169.475	148.092
FBtr0306535	43.6937	0	0	29.1291	14.6057	0
FBtr0332082	1.45054e-8	0	0	0.0101546	0	0
FBtr0343643	299	20.363	0	306.063	0	20.4045
FBtr0080586	103.113	513.52	604.712	962.937	548.443	737.107
FBtr0302501	734.887	37.635	77.2885	0	77.5566	36.8644
FBtr0082174	521	243	329	607	232	235
FBtr0302670	676.486	523.955	418.396	1067.42	649.438	734.152
FBtr0302667	496.993	100.908	190.753	415.24	133.105	29.9243
FBtr0302669	88.0477	163.365	60.4988	95.2284	85.9454	106.78
FBtr0306633	511.473	87.862	106.451	479.879	221.211	144.293
FBtr0302668	145.826	94.9833	87.2379	147.146	202.609	39.0718
FBtr0302666	347.625	1061.29	1368.79	1480.85	1173.04	1224.94
FBtr0302673	5920.33	1822.8	1713.49	5654.09	2616.94	1976.95
FBtr0303586	1329.64	1605.53	2249.78	2232.65	2272.62	2078.21
FBtr0306634	2886.58	693.314	1126.62	3957.5	489.093	819.683
FBtr0075433	0	0	1	0	0	0
FBtr0343513	0	0	0	0	0	0
FBtr0072448	0	0	0	0	0	0
FBtr0077545	0	0	0	0	0	1
FBtr0346581	0	0	0	0	0	0
FBtr0302315	640.089	0	1.35583e-7	908.255	2.97746e-8	0
FBtr0072013	795.378	826.253	947.162	995.185	637.377	608.699
FBtr0072014	111.09	44.6519	189.153	1.2932e-6	129.619	80.557
FBtr0072015	130.443	234.331	220.685	46.5594	147.004	256.744
FBtr0343042	40.0402	11.5844	0	7.49039	22.0318	0
FBtr0071493	37.4942	30.3085	56.2786	27.2757	0	23.9296
FBtr0343041	31.7856	6.24792	5.72693	18.1085	0	0
FBtr0110794	0	0	0	0	0	0
FBtr0084553	0	0	0	0	0	0
FBtr0344266	0	0	0	0	0	0
FBtr0335412	0	0	1	2	0	1
FBtr0075112	0	0	0	0	0	0
FBtr0071126	0	3.9869	5.03138	41.1054	3.64275	0
FBtr0301675	292.851	229.9	343.613	345.159	18.3566	102.621
FBtr0071125	1840.78	825.553	1064.06	1816.74	1027.97	889.379
FBtr0077694	834.881	580.247	797.297	1118.71	595	624.381
FBtr0335170	333.119	12.831	18.7028	342.288	0	12.6182
FBtr0078523	19.0681	0	33.082	48.9228	12.1344	35.4424
FBtr0078524	115.109	117.117	69.1955	162.006	80.2841	69.8716
FBtr0345591	282.823	9.88273	78.7225	273.071	29.5816	29.6859
FBtr0321312	0	0	0	0	0	0
FBtr0321311	3	3	2	3	2	4
FBtr0308348	4	1	2	0	4	0
FBtr0070764	0	0	0	4	0	0
FBtr0334317	128.698	4.0477	0	155.648	0	0
FBtr0081879	260.302	207.952	223	217.352	183	219.991
FBtr0310655	0	0	0	0	0	0
FBtr0071505	0	0	0	0	0	0
FBtr0289964	0	0	0	0	0	0
FBtr0088176	428.95	226.757	242.495	384.383	166.829	190.912
FBtr0076572	1	0	0	1	0	0
FBtr0302948	58.1029	0	14.625	29.0514	0	0
FBtr0079418	108.897	72	52.375	81.9486	50	46
FBtr0301182	1.0534e-5	9.13798e-6	18	16.5905	4.62551e-6	2.26898e-5
FBtr0086862	14.0892	14	0	5.88323	18	18
FBtr0299817	7.44534	0	0	6.98548	0	0
FBtr0301183	0.00138297	0	0	13.5281	0	0
FBtr0331301	10	2	4	4	2	3
FBtr0070055	270.348	151.463	256.606	217.767	108.75	190.123
FBtr0337009	0.00633594	0	19.1709	103.433	61.5294	67.9527
FBtr0084715	34.5598	0	0	1.99122	0	1.79604e-6
FBtr0306089	192.963	93.2899	139.829	168.683	63.4706	79.0473
FBtr0337010	4.47115	8.71013	2.84865e-6	15.8931	0	0
FBtr0077604	1512	644	815	1033	424	408
FBtr0088146	274.072	118	158	335.421	111.315	110
FBtr0072063	30	16	25	30	7	9
FBtr0076463	138.58	55	71	92.2438	61	62
FBtr0114371	29.4069	0	0	111.698	0	0
FBtr0083822	1	1	0	2	1	0
FBtr0306648	4.26382	0	5.04832	22.6644	4.79814	7.21225
FBtr0302330	0	0	0	0	0	0
FBtr0087344	0.511119	0	0.189763	0	0	0
FBtr0087348	0	0	0	0	0	0
FBtr0087343	11.1046	0	4.40581	0	0	0
FBtr0087345	0	0	0	0	0	0
FBtr0087347	25.1205	16	9.3561	52.3356	18.2019	20.7877
FBtr0087346	0	0	0	0	0	0
FBtr0089223	4471.12	1153.98	1270.28	3456.51	1363.1	1114.26
FBtr0089225	1044.93	0.102016	0.0396071	534.253	43.9305	2.21743e-4
FBtr0309865	627.613	65.7501	64.3932	343.197	56.9565	55.0233
FBtr0089224	140.337	205.172	67.291	383.04	97.0153	90.7146
FBtr0083400	811.293	262.873	325.172	639.875	248.41	256.106
FBtr0088050	1	1.01998	0	0	1	0
FBtr0074032	58.1625	80.7408	110.63	109.688	77.3321	49.9595
FBtr0074033	164.769	27.3502	42.7568	238.906	61.1395	25.4102
FBtr0343984	54.2295	0	2.02885	194.131	0	0
FBtr0345130	172.896	177.807	257.569	0	204.752	293.579
FBtr0343983	172.918	31.907	16.0326	263.187	34.6808	29.2079
FBtr0082079	36.1254	8.53649	37.3795	39.7511	24.766	24.5151
FBtr0082078	105.222	5.1852	10.3053	86.5317	15.7752	8.93587
FBtr0306007	220.036	146.278	144.315	158.749	70.5635	114.989
FBtr0345417	107.48	36.4969	15.6774	78.0795	45.0506	17.5063
FBtr0345418	1135.03	107.141	160.342	904.479	178.343	178.673
FBtr0086922	0	1.90741	3.82475e-5	1.05441e-8	5.45007e-7	0.63687
FBtr0086921	1161.66	856.704	1214.04	2390.61	951.931	991.885
FBtr0082568	1	0	0	2	2	0
FBtr0087334	368.397	185.725	208.434	273.436	183.778	174.298
FBtr0392910	13.9172	0	7.93921	5.56687	2.80188	0
FBtr0084885	0	0	1.8183	0	0	0
FBtr0084884	32.0828	13	0	26.4331	10.1981	4
FBtr0304805	0	0	11.2425	0	0	0
FBtr0301266	1	3	1	0	3	1
FBtr0301043	0	0	0	0	0	0
FBtr0343362	0	0	0	0	0	0
FBtr0088966	111.591	0	0	0	0	0
FBtr0336909	1889.41	1069	1280.98	2450	1068.99	1155.98
FBtr0087904	1339	507	516	1082	499	442
FBtr0339462	42	0	0	8.75294	0	0
FBtr0088213	0	20	24	4.24706	6	10
FBtr0303850	11	2	3	9	0	1
FBtr0085488	5	0	0	6	0	0
FBtr0303095	0	3	4	0	8	4
FBtr0075075	233	102	123	322	60	106
FBtr0072573	0	0	0	0	0	0
FBtr0306565	134.116	89.9235	175.659	333.934	209.995	249.925
FBtr0333903	79.3816	12.0507	11.3384	54.945	11.4334	11.6015
FBtr0306564	616.424	363.343	423.72	837.089	447.323	458.829
FBtr0306566	705.614	126.698	80.7905	453.247	50.6684	14.2942
FBtr0333904	322.306	129.254	143.5	698.053	179.829	198.092
FBtr0072572	22.1585	48.7305	48.9922	142.733	63.751	55.259
FBtr0305683	650.705	0	0	334.207	0	0
FBtr0080982	2110.3	1399	1798	2580.79	1248	1445
FBtr0088644	672	375.396	451.809	893	263.747	370
FBtr0073839	400	138	175	126	40	70
FBtr0300710	84.3922	30.1091	56.9781	86.468	39.1189	40.8827
FBtr0304058	13.6558	11.1505	4.34089	50.7585	6.1433	11.1727
FBtr0343266	2.23178	5	11	1.46356	6	1
FBtr0091694	2.38411	0	0	4.76822	0	0
FBtr0085323	549.655	0	76.3085	886.387	42.4516	107.86
FBtr0113301	361.913	123.223	139.252	245.811	76.6931	89.4407
FBtr0085325	151.936	76.2357	2.04296	473.736	113.499	46.6695
FBtr0113299	0.00148204	0	0.079275	0.00622292	0	0
FBtr0085322	1617.49	1078.54	1407.32	1902.06	1208.36	1257.03
FBtr0085417	1642	717	927	1759	718	736
FBtr0112614	10.114	10.7221	9.09972	14.5098	18.2137	7.29535
FBtr0290253	18.886	13.2779	7.7058	15.3099	0	0
FBtr0339991	0	0	0	0	0	0
FBtr0112616	0	0	8.19449	12.1802	4.78626	11.7047
FBtr0113043	251.84	814.388	1079.95	1278.69	1027.39	871.787
FBtr0081148	1918.16	263.612	242.053	1834.31	189.608	253.213
FBtr0086152	9551.28	1252.09	1367.31	12028.8	1232.71	1037.87
FBtr0086153	816.293	309.571	464.067	1407.14	598.495	862.328
FBtr0086150	13593.8	5621.9	6938.49	11267.2	5185.06	5060.26
FBtr0086151	4331.59	3293.44	3331.14	4981.89	2081.74	2453.54
FBtr0333024	0	0	0	0	0	0
FBtr0077268	411.528	435.919	587.251	445.405	279.521	404.788
FBtr0339633	623.472	26.0805	51.7488	502.595	19.4794	39.2124
FBtr0091630	0	0	0	0.0996817	1.39963	0
FBtr0091631	0	3.18329e-7	0	0	0	0
FBtr0333702	70.3353	4.62411	36.3328	73.5537	30.4952	0
FBtr0307333	0	0	0	31.1967	0.0375828	0
FBtr0307334	93.6647	31.3759	8.66719	28.15	5.06756	37
FBtr0452090	115.1	21.9694	13.9308	59.4952	23	12
FBtr0073256	195	52	78	252	75	80
FBtr0075753	1318.11	784.082	832.465	6738.8	3083.65	2503.9
FBtr0333020	381.894	4.91764	1.5351	1304.2	489.354	887.102
FBtr0086954	940	476	569	906	448	490
FBtr0080444	198	120	156	222	112	115
FBtr0310092	26	5	2	3	5	3
FBtr0075295	19.7385	41.4161	139.117	66.7018	42.9308	25.0316
FBtr0075294	734.439	14.4405	0	577.609	0	33.289
FBtr0075293	1391.82	926.143	1141.88	1656.69	851.069	1011.68
FBtr0074698	31	16	15	26	13	20
FBtr0072568	2	2	2	5	1	3
FBtr0076401	4960.22	3496.41	3994.98	6467.86	2744.15	2917.71
FBtr0330097	3775.37	2070.52	2816.67	4907.62	2043.95	1697.58
FBtr0076398	2788.49	88.5103	198.824	1132.24	166.472	186.898
FBtr0076400	2285.56	165.036	239.863	1252.66	64.4848	195.234
FBtr0076399	3775.37	2070.52	2816.67	4907.62	2043.95	1697.58
FBtr0300011	78	16	28	84	15	42.8578
FBtr0302943	635.349	0	2.33599e-6	713.237	0	166.768
FBtr0339561	1495.29	210.915	354.099	1296.94	208.149	291.263
FBtr0302942	85.2503	5.72227	26.6877	55.9216	16.3467	30.0144
FBtr0081417	529	154.861	307.361	543.836	379.031	275.827
FBtr0339560	266.984	60.8523	68.4693	345.006	53.9446	103.448
FBtr0081418	8.03436	688.137	874.564	0	389.204	378.468
FBtr0081419	586.501	857.027	785.505	632.285	672.496	801.346
FBtr0302945	117.578	23.2544	73.3486	52.488	39.2939	59.3903
FBtr0339559	174.578	76.3193	105.408	229.557	91.1758	143.602
FBtr0081420	92.7284	0	0	99.1905	0	9.30803
FBtr0345687	286.473	153.871	186.363	515.808	177.991	139.523
FBtr0302944	84.2356	0.0403755	42.1937	97.7308	79.3683	81.0444
FBtr0085514	0	0	0	0	1	1
FBtr0340409	47.9873	27.1016	29.5379	43.6277	0	16.6194
FBtr0089999	34.3347	19.2816	20.9924	30.4986	37.2127	12.0088
FBtr0333009	372.603	18.3675	61.4204	546.633	79.9709	57.5626
FBtr0081428	764.397	505.633	738.58	1414.37	682.029	1018.44
FBtr0303898	2.01156	0	0	0	0	0
FBtr0331284	1.98844	0	0	0	0	0
FBtr0079914	0	0	0	0	0	0
FBtr0079912	0	0	0	0	1.84341	0
FBtr0079915	0	0	0	3.94375	0	0
FBtr0079916	0	0	1	0	1.15659	0
FBtr0079913	0	0	0	2.05625	0	0
FBtr0073346	0	0	0	0	0	0
FBtr0074864	45	18	14	42	14	17
FBtr0113437	0	0	0	0	0	0
FBtr0078531	902.176	349.191	327.906	833.603	272.06	448.436
FBtr0078532	8.25606e-7	5.72713	0	0	27.5674	31.4122
FBtr0306600	470.126	261.258	385.562	918.608	330.496	160.625
FBtr0332105	0	0	16.3609	28.7257	16.4437	0
FBtr0302134	220.197	147.53	121.169	195.096	96.1548	154.928
FBtr0078533	172.501	34.2936	45.0025	107.967	43.2788	24.5981
FBtr0302291	12862.7	6705.17	6705.97	5244.49	2204.93	2380.09
FBtr0074329	0	0	0	0	0	0
FBtr0075544	7	0	1	1	1	0
FBtr0076745	145.824	57.2185	55.537	143.846	42.1977	49.226
FBtr0302329	105.176	50.7815	81.463	127.154	50.8023	51.774
FBtr0346815	0	0	0	0	0	0
FBtr0078212	0	0	0	0	0	0
FBtr0345391	48.1973	0	0	70.4422	0	0
FBtr0075018	227.069	23.7509	47.0163	132.604	33.0733	47.6457
FBtr0310276	76.6576	67.9214	82.739	242.389	91.8167	84.2229
